sentence,B2
"Je trouve qu'une lecture comme ça aide beaucoup à apprendre à mieux prononcer, à connaître plus de vocabulaire et en plus c'est très amusant.",0
250 nouveaux talents seront sur le marché du travail d'ici la fin de l'année.,0
Tu as entendu ce bruit ?,0
"La communication numérique offre la possibilité de combler de nombreux besoins existentiels, narcissiques et sociaux, difficiles à satisfaire dans la ""vie réelle"".",1
La motocyclette était très peu fiable à ses débuts.,1
"Selon les familles, la soirée peut être animée par des lectures de contes horrifiques ou de poème évoquant Halloween.",1
"J'aimerais vous présenter un nouveau collègue, Jacques Servat qui arrive de Madrid où il vient de passer cinq ans dans un grand groupe d'ameublement au poste de chef d'équipe des commerciaux.",0
Peux-tu m'aider?,0
"C'est un immeuble gris, pas très loin de l'école et de chez moi.",0
Il était déjà minuit et quart quand Pierre est rentré chez lui.,0
Sixtine nous a cassé les couilles sur le forum de gestion de projet.,1
J'ai 20 ans.,0
Salut!,0
"Ils habitent en face d'une serveuse, Penny, dont le rêve est de devenir actrice.",0
Tu prends une douche et tu vas au lit.,0
"Il marcha pendant un an et un jour, se nourrissant de fruits et de racines.",0
"C'est cette première canicule qui avait notamment décidé Greta Thunberg à s'asseoir avec sa pancarte devant le parlement de Stockholm, c'était le début de la grande mobilisation des jeunes pour le climat",0
Mon petit frère a pris le bus public pour aller jouer au football avec ses copains.,0
Je n'ai pas très faim.,0
On cherche toujours à opposer l'humain et la machine.,0
Je les ai vues devant la pharmacie,0
"Coucou mes amis, je réunis tous ceux que j'aime bien pour fêter l'arrivée de l'été le 21 juin",0
"À vingt ans, le prince était d'une beauté splendide.",0
Alors le Salon du Chocolat est l'événement à ne pas manquer,0
"Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher",0
Le train de ma soeur arrive à 20h05,0
En un mot : toute ma vie.,0
"La trap, ça reste du rap, c'est juste un petit dérivé",0
Le stockage des déchets radioactifs présente un grand risque pour l'environnement.,1
J'ai rendez vous chez le coiffeur.,0
Qu'est-ce que vous mangez pour le petit-déjeuner ?,0
"Et chez vous, comment va la vie ?",0
As-tu prévu quelque chose ?,0
"Caterina serait, selon la tradition, fille de paysans pauvres.",1
Je t'ai attendu 1 heure devant le cinéma dans le froid,0
"À terme, plus de 300 déchetteries professionnelles collecteront gratuitement ces déchets qui seront ensuite transportés dans des centres de traitement où ils suivront le même circuit que les déchets ménagers : destruction, dépollution, puis réutilisation dans la fabrication de nouveaux équipements électroniques.",1
"Pour recevoir nos annonces sur votre boîte mail, inscrivez-vous sur le site de notre agence d'intérim adeki.fr.",1
En attendant la retraite.,0
"Toi, tu peux apporter un jus de fruits.",0
Il est très joyeux et il siffle.,0
"La Semaine s'est ouverte lundi sur le parvis du Trocadéro à Paris, par un événement symbolique, en présence des adjointes pour les personnes handicapées au maire de Paris.",0
Cette voiture ressemble à ma voiture.,0
"Cette entreprise vient de s'installer dans la région, elle va recruter!",0
Je passe par la Suisse.,0
"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de la culture danoise.",0
Avez-vous quelque chose à déclarer ?,0
"Je vous rappelle vos rendez-vous de demain, mardi.",0
"Chaque été, nous nous rendons au chalet de mes grands-parents.",0
"Un instant, s'il vous plaît.",0
"Quand le mystère est trop impressionnant, on n'ose pas désobéir.",0
Nous proclamerons notre indépendence dès que l'armistice sera signé.,1
"Il est bien, ce musée !",0
Juste un peu.,0
Il a plusieurs choses à faire ce soir.,0
Je vis chez Gérarda avec ma fille depuis deux ans.,0
Il commence à y avoir de la pluie et du vent. C'est le moment de sortir mon manteau et mon parapluie !,0
On les appelle les nouveaux pères .,0
Tu veux venir avec moi demain soir au concert du chanteur M ?,0
"Elle entend le clapotis de vagues, le cri des enfants qui jouent, la sirène d'un bateau rentrant au port.",0
"C'était presque la première fois, parce qu'elle ne sourit pas très souvent.",0
"À 40 ans, il est usé.",0
"Une vieille dame : Celle-ci, c'est la Harco, là-bas dans le fond, c'est la Coucou de Rennes",0
"En plus d'une formation aux langages informatiques purs, Sayna impose aussi l'apprentissage d'une toute autre forme de code.",1
"Mais si, ça me fait plaisir d'aller à Bâle avec vous.",0
"En 2007, moins de 8% des déchets des entreprises ont fait l'objet d'une collecte sélective. Un résultat largement inférieur à celui des déchets ménagers, qui forment la grande majorité des quelque 2 millions de tonnes de déchets électroniques produits chaque année en France, selon l'Agence de l'environnement et de la maîtrise d'énergie (Ademe).",1
"En Occasionnel, il s'agit de 15 manches maximum, la première équipe à gagner 8 manches l'emporte.",1
Tu vois le château là-bas ?,0
On dirait qu'il y a beaucoup de travaux à faire.,0
"Comme il ne pouvait pas sortir, il s'enveloppa dans son manteau, se coucha à terre, et dormit comme les serpents.",0
"C'est juste une petite infection, on va vous soigner.",0
Quel dommage que personne ne veuille faire de discours pour son départ en retraite la semaine prochaine.,0
Les enfants étaient allés dans le bois des chênes pour couper des branches et se faire des couronnes en feuilles à la manière des empereurs romains.,1
La corruption se ressent à différents niveaux: les salaires sont si bas que les employés sont tentés d'accepter des pots-de-vin pour approuver des plans d'exploitation qu'ils n'ont jamais vus.,1
J'ai eu soif et j'ai pris un café,0
"Votre nom, comment ça s'écrit ?",0
Je reste à la maison,0
Je promène le chien de ma voisine qui est en vacances.,0
Il ne me laisse pas regarder la télévision.,0
"La journée de dimanche a été particulièrement meurtrière avec au moins 18 morts dans les rangs des manifestants, d'après les Nations Unies.",1
"Le seuil de douleur est à environ 120 dB, mais l'oreille est vulnérable dès le seuil de 90 dB avec une écoute de plusieurs heures.",1
"La tradition nord-américaine veut qu'on se retrouve en famille pour manger une dinde farcie accompagnée d'une purée de pommes de terre, de patates douces, d'une gelée de canneberges et une tarte à la citrouille",1
Tu es toujours étudiant ?,0
"Avec les prévisions météo, on peut savoir quel temps il fera le soir, le lendemain ou dans la semaine",0
Le concept est simple : chaque ménage peut déposer son appareil hors d'usage contre l'achat d'un neuf chez le même distributeur.,1
Je suis déçu que la réunion d'hier se termine de cette manière.,0
Je vous coupe les cheveux comme cela ?,0
Pourquoi il ne parle pas ?,0
Le restaurant est sur votre gauche,0
"À mi-parcours, il doit souvent faire demi-tour",1
"Bientôt, ce sera au tour des entreprises de bénéficier d'une telle possibilité, qui devrait permettre de collecter et de recycler près de 70 000 tonnes de déchets professionnels.",1
"En attendant, pour le remplacer, je vous présente notre nouveau cuisinier.",0
Le 24 décembre est le jour du réveillon,1
"Il a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin",0
"L'engouement pour les potagers s'inscrit dans le mouvement du développement de l'autonomie alimentaire, un mouvement accentué par cette crise du coronavirus.",1
Quand je l'ai vu mon coeur s'est mis à battre très fort.,0
Le maître et le chien doivent bien se connaître mais aussi et surtout bien se comprendre.,0
"Quand je me suis levé ce matin, j'avais un mal de ventre horrible.",0
"Je ne crois pas qu'on doive interdire aux gens de revenir si c'est leur volonté, mais ils devraient disposer d'un logement ailleurs au cas où",0
La production disparut presque totalement en France.,1
J'ai de la chance d'avoir vu le spectacle plus de 500 fois,0
Tu as vu mes soeurs,0
"Et lorsqu'ils commencent à ôter le plancher de la salle à manger, ils découvrent du sang coagulé.",1
Il t'ordonne de partir immédiatement !,0
L'auteur souhaite encourager les femmes à s'impliquer en mathématiques.,1
"Je cours dans ma chambre, et je me dépêche de m'habiller et de me maquiller, puis je vais prendre le métro",0
"Jamais, moi je parlerai comme ça de mon père.",0
Nous avons réfléchi et nous avons choisi un bonbon,0
Les étudiantes se seraient assises sur un banc en vous attendant.,1
"Quand on était petit, on apprenait à marcher.",0
"Mais à la fin, monsieur, quelle raison avez-vous de haïr Montfleury ?",0
"Autrefois, la faune et la flore partout, mais maintenant nos villes ne sont plus que des blocs de béton.",1
Un chien comme Djengo est éduqué (ou dressé) pour accompagner une personne aveugle ou qui voit mal et pour l'aider dans ses déplacements quotidiens.,0
"Le rap, c'est plus pour moi ""boom bap"", un peu ce qui se faisait avant",0
"Les parents de mon mari habitent très loin de chez nous, mais mes parents ont une maison à quelques kilomètres de la nôtre",0
Le vernissage aura lieu le 22 juin à la Galerie de la Calande.,1
"Pour moi, les médecins et les infirmières sont des héros sans costume.",0
"Et on ira manger une gaufre juste après, ça te dit ?",0
"Il est reconnu utile pour les adultes qui travaillent, surtout pour les médecins, les reporters , ceux qui doivent voyager, ou encore en cas de pépin, de panne sur l'autoroute, d'accident.",1
Ma femme ma dit que tu es trés gentille.,0
"J'ai obtenu ce que je voulais, je suis satisfait.",0
Ne pas avaler.,0
"Ils disaient ça : ""Mais, en fait, j'ai eu tort"".",0
Vous avez bien entendu ce que le professeur a dit avant?,0
"Pour être naturalisé, il faut constituer un dossier et remplir certaines conditions.",1
"Quand il recevra cette déclaration, il constatera que tu es sincère et il s'apercevra que tu l'aimes vraiment.",0
"Ces fromages sont en quelque sorte une garantie pour le bien-être des vaches et des chèvres, et pour la préservation du terroir.",1
Qu'en pensez-vous ?,0
"En fait, ma mère préfère faire le ménage toute seule parce que moi, je casse tout.",0
"Et bien, pourquoi pas ?",0
"Il ne savait rien, sinon qu'elle se rassemblait vers Maubeuge.",1
"Ce soir, je suis allé faire les courses pour notre pique-nique de demain : Nous allons faire une randonnée sur le plus grand volcan de l'île.",0
Le corgi a l'allure d'un petit renard.,0
On a dû écouter nos parents,0
Tu ne devrais pas prendre le même pull que ton père.,0
Je savais bien que j'étais assise depuis trop longtemps.,0
Bruxelles est en droit de défendre les politiques qu'elle conduit.,0
"Ce qu'il aime par dessus tout, c'est le bricolage.",0
Il n'y a pas eu de pluie depuis notre arrivée.,0
"Reprochant aux autorités administratives l'absence de politique forestière à long terme, ils profitent de la durée de leurs permis pour exploiter sans discernement tout ce qui peut se vendre afin d'accroître leurs marges bénéficiaires.",1
J'ai bien aimé le film,0
"Jeudi, on va au restaurant pour l'anniversaire de ma soeur.",0
Les vents ne se calmèrent qu'au petit matin.,0
"Oui, je l'ai reçue hier.",0
"Je suis contente, je vais voir Amélie",0
"Il y a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon consomme, voire que l'on gâche sans le savoir, elle s'appelle ""l'eau virtuelle""",0
Tu n'as pas de stylo ?,0
"Boum voilà, on arrive, on veut faire du vélo en famille et on a les vacances.",0
Nous savions pertinemment qu'être aussi justes financièrement n'était pas normal.,1
"En le voyant, vous comprendez mieux.",0
"Tout va bien, merci.",0
A samedi !,0
"Hier, en raison de violents orages, des villageois ont été privés d'électricité.",1
"Là encore, la continuité: de tous les choix possibles, la tolérance constitue, quelle que soit l'année, la valeur ou qualité la plus souvent choisie par les enquêtes, commente le chargé de recherche à la Fondation nationale des sciences politiques.",1
"Ils auraient voulu que ces vacances ne finissent jamais, mais ils rentrés des souvenirs plein la tête",1
