sentence,A1
"La région qui avait déjà été touchée par un ouragan, du nom d'Eta, c'était il y a deux semaines",0
"Selon une récente enquête réalisée par Ipsos, 84% d'entre eux jugent important, voire primordial, pour la vie familiale, associative, culturelle ou religieuse que le dimanche reste le jour de repos commun à la plupart des salariés.",0
"Si cette dernière innovation voyait le jour, une de ses applications serait tout aussi impressionnante et inquiétante.",0
"Une des sources majeures des gaz à effet de serre dans le monde étant la production d'électricité d'origine fossile, il est donc normal de s'atteler à l'immense tâche de décarboner nos productions.",0
"Ce dernier lui décrit sa patrie dans les contrées du sud, il lui parle des coutumes, des traditions de son peuple.",0
"Telle est du moins la représentation métaphorique qu'on s'en fait dans la culture populaire afghane, entre soeurs, copines ou voisines, à l'abri des oreilles masculines indiscrètes.",0
"Ils sont tolérants et compréhensifs, à condition que les enfants réussissent leurs études.",0
"Nous voulûmes donner suite à sa requête, mais nous dûmes nous résoudre et nous nous tûmes sur les tenants et aboutissants.",0
"Son pelage était celui d'un loup, avec une dominante grise nettement marquée, mais des reflets rouges insaisissables, furtifs comme des ombres, couraient par instants dans sa fourrure, la faisant paraître tantôt grise, tantôt - trop fugacement pour que l'impression demeure - d'une belle couleur fauve.",0
C'est même la première fois que nous voyons deux ouragans majeurs se produire au mois de novembre,0
"Grégoire est nul à l'école, tellement nul qu'à treize ans il est toujours en sixième.",0
La caravane traversait lentement les dunes orangées comme le soleil déclinait lentemement pour enfin disparaître et laisser place au froid glacial et à l'obscurité la plus totale et terrifiante.,0
Nous comprenons qu'une partie du personnel soit mécontente et méfiante mais nous prendrons toutes les mesures pour éviter que cela nuise au personnel et à notre image de marque.,0
Quelqu'un a essayé de brûler la maison et on ignore qui et pourquoi.,0
Elle obligeait à effectuer des interventions mécaniques fréquentes.,0
J'accepterais ce poste à condition qu'il soit basé à Zurich.,0
"Bref : réfléchir à l'utilisation que vous allez en avoir et non pas en fonction du prix, même mini !",0
"C'est son péché mignon ça, boire un bon verre de vin blanc",0
Elle n'aime pas les gens que je fréquente.,0
C'est quoi le plat du jour s'il vous plaît ?,1
"Salut! Je suis espagnole, et toi?",1
"Au niveau national, la part de patients en réanimation parmi tous ceux qui sont hospitalisés a augmenté ces dernières semaines.",0
"Honte de devoir leur amour à ma beauté, mon écoeurante beauté qui fait battre les paupières des chéries, ma méprisable beauté dont elles me cassent les oreilles depuis mes seize ans.",0
"Longtemps, il fut une journée remplie d'obligations sociales.",0
"Il s'agit d'un processus volontaire et tourné vers l'avenir, qui permet aux deux parties de trouver une issue, leur issue.",0
"Les bruits de klaxon viennent entrecouper les mots des militantes qui s'expriment, un micro dans leurs mains endolories par le froid matinal.",0
"Deuxièmement, il y a souvent la crainte, lorsqu'on n'est pas sur les réseaux sociaux, de ""louper quelque chose"".",0
Je me précipite sur celle terre qui devrait s'entrouvrir pour m'engloutir à jamais ; je pose ma tête sur la pierre froide qui devrait calmer la fièvre ardente qui me dévore.,0
"En musique, l'épanadiplose est une ressource d'effets mélodiques des comptines.",0
On a eu aucune nouvelle de cette personne depuis le 15 août.,0
Les habitants du monde entier sont invités à une assemblée extraordinaire à Nossiop pour réfléchir aux applications de cette nouvelle technologie et à ses conséquences pour l'humanité.,0
"Alors dans ce texte, vous avez attendu plusieurs expressions idiomatiques.",0
"Les premiers jours, nous ne lui avons rien dit et elle n'a parlé à personne.",0
"Jusqu'à la mi-novembre, en fonction de la météo, notamment, et moyennant 150 euros par personne et par nuit, les visiteurs pourront s'offrir l'un des vingt ""hébergements en immersion"" que met en place l'établissement.",0
Je ne suis qu'un bon soldat timide.,0
"C'est le constat d'un institut de recherche en Californie qui tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles, ainsi que de la capacité de la Terre à se régénérer.",0
Tu me fais plaisir !,1
Cet amour-propre était en tiers entre Ellénore et moi.,0
"Le travail d'Alain Reynaud sur la Chine des Zhou orientaux, où l'on comprend que l'unification du monde des Han découle de la configuration géographique des principautés et de leur situation dans l'ensemble des sociétés de l'Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.",0
"Si elle avait étudié davantage, elle aurait pu réussir l'examen.",0
"Raconter tout serait impossible, car il faudrait alors un volume au moins par journée, pour énumérer les multitudes d'incidents insignifiants qui emplissent notre existence.",0
"Ici, tout est mêlé et accéléré , souligne la sociologue.",0
La majorité des Français fête Pâques et considère cette date comme une occasion de se retrouver en famille pour partager un bon repas,0
"Ce dragon était le vieux serpent, le roi.",0
"Ainsi, ils gagnent en effcacité et l'employeur en profte.",0
"Que le vulgaire croie à des comètes extraordinaires qui traversent l'espace, ou à l'existence de monstres antédiluviens qui peuplent l'intérieur du globe, passe encore, mais ni l'astronome, ni le géologue n'admettent de telles chimères.",0
Vous avez fait de l'exercice physique,0
Tour d'horizon du bilan de ces douze jours de tractations.,0
Je suis dentiste dans un nouveau cabinet depuis une semaine et j'aime mon travail,0
"Par conséquent, d'après Marx, les Hommes qui détiennent les clés des désirs de l'humanité auront en leur possession un pouvoir immense et une responsabilité d'autant plus importante",0
Tapez votre message sur les touches de votre téléphone,1
J'aimerais bien être figurant dans un film mais je n'ai pas encore eu l'occasion de l'être.,0
Il préfère quand les sommes ne sont pas arrondies,0
"Quand les joueurs eurent terminé le match, ils prirent une boisson énergisante.",0
"Une abeille m'a piqué, c'est très douloureux.",0
Comment est votre blanquette ?,0
Quelles sont-les démarches à faire pour obtenir ce documment?,0
C'est au premier temps de la colonisation du continent américain par les colons européens au XVIIe siècle qu'il faut remonter pour comprendre cette fête si particulière,0
Rien ne vaut un bon livre !,0
"Malgré leur situation privilégié, ces chatons connurent déjà la misère, la famine et le froid extrême.",0
J'ai un frère et une soeur.,1
"Il déplaçait les chaises, en faisait des obstacles, la forçait à pivoter pendant une minute autour de la même, puis, quittant celle-là, en saisissait une autre.",0
"Au début, l'Homme est un être naturel comme les animaux, or il est aussi naturellement démuni face aux autres car le frère de Prométhée, Epiméthée, omet de le doter d'une capacité qui lui permettrait de survivre",0
"Au sein du gouvernement français, rares sont ceux qui peuvent afficher sur leur CV ne serait-ce qu'une année à la fac!",0
"Il élabore des méthodes pour défendre la ville d'une attaque navale des Turcs avec, notamment, l'invention d'un scaphandre à casque rudimentaire.",0
Je lis un livre très intéressant !,1
Elle allait vers le sud où il faisait moins froid.,0
Elle est certainement devenue mauvaise à cause de son mari.,0
C'est un retour impatiemment guetté par les gamins des bourgades bretonnes.,0
"Les pèlerins partagèrent alors cette célébration avec leurs voisins indiens, et ceux-ci apportèrent alors des dindes à rôtir",0
J'habite un quartier calme,1
"L'étude des dépouilles avec l'aide d'archéo-vétérinaires a permis de remarquer que la plupart des animaux enterrés à Bérénice sont morts de maladie, parfois jeunes, ou de blessure.",0
"En effet, sitôt rentrés chez eux, Vanessa, 14 ans, Raphaël, 16 ans, Marie, 44 ans, et Patrick, 45 ans, branchent les petites boîtes colorées afin de les recharger.",0
"Avant Noel, vous achetez des cadeaux pour tout le monde.",1
"Plus grave, un lien a été mis en évidence entre ces usages et des symptômes de dépression.",0
"Pourfendeur des sciences et des arts, fossoyeur de la propriété privée, contempteur de la monarchie, ce bonhomme, qui égratigne au passage les médecins, les femmes, les gens de lettres et les Anglais, sent le fagot.",0
J'ai décidé de peindre les murs en jaune et d'y installer mon piano.,0
Un bureau !,1
"Chêne, mon aile est cassée, je ne peux pas voler.",0
"Or, il faut bien différencier une contrainte d'une obligation, qui elle est une activité que l'individu s'impose lui-même librement",0
Elle porte des lunettes.,1
"Au fond, beaucoup franchissent avec vaillance le mur du son de la cinquantaine.",0
Je suis une passionnée de montagne.,1
On ne peut pas utiliser son portable et il n'est pas permis de manger,1
"C'est à dire, ce n'est pas une volonté hiérarchique qui viendrait des ministères ou de l'Académie, ce sont les enseignants qui, il suffit de regarder divers blogues sur internet d'enseignants qui se posent des questions au primaire, secondaire, collège, lycée.",0
"Ainsi, il existe déjà une méthode pour passer du virtuel au réel.",0
Hier s'est terminé le Salon de la pâtisserie de Paris.,0
Les enquêteurs sont convaincus que l'écoute électronique des conversations téléphoniques est un outil essentiel à la police.,0
"Bon résultat de l'économie française ce mois-ci, plus quatre pour cent",0
Il a rendez-vous chez le médecin,1
"Souvent, je m'arrêtais pour parler avec les villageois.",0
"Le monastère avait donc conservé son église médiévale, qui faisait également office de paroissiale.",0
mais aussi des fraisiers : je me régale et je fais le plein de vitamines J'espère que tu passes de bonnes vacances à Limoges,0
"Curieusement, l'actuel président du groupe Radio-France ne se souvient pas du débat après l'arrivée de M. Aphatie : Son arrivée n'a pas été critiquée, car il était évident que Jean-Michel Aphatie avait beaucoup de présence à la radio.",0
Il ne peut en rester qu'un.,0
"Dans le sac, il y a un téléphone, des clés, un ordinateur, une photo et un portefeuille",1
"Tous les dimanches, je vais faire mes courses au marché.",1
L'école a-t-elle fait changer le monde ?,0
"Le backtesting évalue essentiellement la performance d'une stratégie de trading sur des données historiques, si nous avons utilisé une stratégie donnée sur un ensemble d'actifs dans le passé, dans quelle mesure elle aurait été performante.",0
"Depuis qu'elles se sont diversifiées, au moins 30 000 sont nées et se sont éteintes, souvent sans laisser de trace.",0
Je travaille chez moi le matin et l'après-midi,1
